# {"t_start": 1755705826.1284919, "env_id": "Office-new-multiple-v0"} 
r,l,t
1.0,37,29.805252
0.0,2,29.81381
1.0,16,29.825732
0.0,44,29.840668
1.0,15,29.849706
0.0,9,29.877547
0.0,2,29.889889
0.0,1,29.900175
0.0,1000,29.996876
1.0,12,30.006262
0.0,2,30.019143
0.0,45,30.046242
0.0,14,30.05922
0.0,15,30.084091
1.0,53,30.107409
1.0,19,30.117327
0.0,22,30.148637
0.0,49,30.163742
1.0,43,30.17724
0.0,2,30.18292
0.0,28,30.215624
0.0,108,30.252376
1.0,99,30.302617
0.0,87,30.33349
1.0,53,30.355824
1.0,16,30.362574
0.0,17,30.378652
0.0,82,30.396141
0.0,5,30.411957
0.0,14,30.426053
0.0,17,30.456348
0.0,23,30.469674
0.0,4,30.477699
0.0,23,30.491118
0.0,97,30.538338
1.0,15,30.547092
1.0,51,30.569133
0.0,17,30.575785
0.0,38,30.611847
0.0,24,30.622047
1.0,50,30.645438
0.0,27,30.674539
1.0,32,30.69394
0.0,8,30.704975
1.0,92,30.751617
1.0,22,30.761357
1.0,34,30.780595
0.0,12,30.791416
1.0,80,30.814878
0.0,42,30.845253
0.0,44,30.879848
0.0,40,30.908252
1.0,75,30.933506
0.0,55,30.951065
0.0,21,30.9665
0.0,6,30.978713
1.0,114,31.034202
1.0,110,31.055001
1.0,66,31.076285
0.0,16,31.087124
1.0,67,31.111927
0.0,124,31.146549
1.0,17,31.155782
0.0,91,31.19193
1.0,36,31.205462
0.0,5,31.214245
1.0,121,31.268842
0.0,43,31.283717
0.0,2,31.295876
0.0,41,31.324397
0.0,2,31.352278
0.0,29,31.366066
0.0,5,31.390831
0.0,31,31.405649
1.0,37,31.42592
0.0,9,31.450548
0.0,89,31.497659
0.0,9,31.508911
1.0,44,31.530089
0.0,26,31.541832
0.0,32,31.558232
0.0,52,31.575713
0.0,19,31.589129
0.0,15,31.6161
0.0,57,31.657233
0.0,6,31.663097
1.0,106,31.715256
0.0,29,31.732179
0.0,2,31.740005
0.0,9,31.767282
1.0,38,31.780098
0.0,35,31.807816
1.0,16,31.820411
0.0,15,31.833859
1.0,60,31.854689
0.0,100,31.877245
1.0,17,31.88884
0.0,14,31.89791
0.0,35,31.917979
0.0,17,31.94734
1.0,10,31.958318
1.0,15,31.967052
1.0,124,32.021571
0.0,4,32.046512
1.0,16,32.057669
0.0,74,32.074335
1.0,103,32.12735
1.0,19,32.138761
1.0,124,32.190031
0.0,2,32.196
1.0,36,32.216949
0.0,77,32.237346
1.0,33,32.254036
0.0,152,32.292351
1.0,34,32.313144
0.0,7,32.325831
0.0,66,32.366693
0.0,3,32.376974
1.0,41,32.396536
0.0,12,32.407756
1.0,74,32.431293
0.0,52,32.444458
0.0,36,32.483514
0.0,22,32.49503
1.0,10,32.506626
1.0,32,32.517434
1.0,15,32.529677
0.0,16,32.540697
1.0,64,32.563923
1.0,13,32.572782
0.0,8,32.603077
0.0,14,32.634545
1.0,113,32.684192
0.0,23,32.695507
1.0,12,32.707115
0.0,2,32.720398
1.0,86,32.771201
0.0,17,32.799699
1.0,62,32.822021
0.0,59,32.853131
1.0,67,32.877555
0.0,12,32.893183
0.0,28,32.905455
1.0,33,32.916109
1.0,115,32.967309
0.0,50,32.986675
1.0,74,33.010066
0.0,16,33.03957
1.0,115,33.093066
0.0,10,33.118998
0.0,82,33.166769
0.0,4,33.191183
0.0,12,33.206539
0.0,4,33.217628
1.0,55,33.242802
0.0,1,33.252702
1.0,20,33.259922
0.0,3,33.284309
0.0,30,33.300704
0.0,24,33.315123
1.0,101,33.368845
0.0,4,33.396971
1.0,7,33.408314
0.0,5,33.419052
0.0,20,33.435673
0.0,5,33.446372
1.0,61,33.469459
0.0,12,33.479836
1.0,39,33.492943
1.0,21,33.502429
0.0,9,33.511589
0.0,27,33.525784
1.0,33,33.544682
0.0,26,33.557994
0.0,2,33.569956
0.0,48,33.582973
0.0,69,33.625816
0.0,28,33.642184
0.0,4,33.654682
0.0,67,33.688486
1.0,46,33.709072
0.0,11,33.715923
0.0,32,33.733764
0.0,8,33.744745
1.0,42,33.758114
0.0,16,33.764842
1.0,63,33.789046
0.0,3,33.814254
1.0,32,33.831908
0.0,31,33.841973
1.0,60,33.864851
1.0,13,33.875761
1.0,37,33.895169
0.0,50,33.913481
1.0,36,33.925013
0.0,28,33.939232
0.0,101,33.990032
0.0,10,34.001082
1.0,47,34.022387
0.0,29,34.032047
0.0,45,34.049349
0.0,4,34.061572
1.0,91,34.084669
0.0,11,34.097532
1.0,52,34.121267
0.0,16,34.150148
1.0,94,34.200183
0.0,16,34.20736
0.0,73,34.231366
0.0,44,34.26187
0.0,11,34.290201
0.0,30,34.320727
1.0,44,34.341486
1.0,88,34.361788
0.0,2,34.389604
0.0,92,34.415737
1.0,101,34.462583
1.0,42,34.47344
0.0,2,34.48563
0.0,3,34.491375
0.0,4,34.504273
0.0,12,34.513515
1.0,41,34.531616
0.0,4,34.544127
1.0,94,34.596721
0.0,42,34.628899
1.0,31,34.648205
0.0,8,34.673032
0.0,7,34.684215
0.0,2,34.696389
1.0,45,34.717425
0.0,12,34.731005
1.0,119,34.782404
0.0,6,34.792893
0.0,56,34.816953
0.0,29,34.827196
1.0,43,34.847164
0.0,36,34.863846
0.0,52,34.884081
0.0,59,34.89992
0.0,4,34.912853
0.0,2,34.923656
1.0,40,34.937321
0.0,9,34.94769
1.0,7,34.958246
0.0,2,34.966111
0.0,3,34.976174
0.0,10,34.988819
0.0,52,35.031568
0.0,1,35.037133
1.0,97,35.086669
1.0,22,35.096124
1.0,44,35.109907
0.0,14,35.139301
0.0,13,35.152007
0.0,5,35.157678
1.0,62,35.18077
0.0,7,35.186784
1.0,71,35.211844
0.0,6,35.22088
1.0,35,35.238668
0.0,9,35.246963
1.0,10,35.257654
1.0,29,35.265142
0.0,27,35.281154
1.0,21,35.292517
0.0,24,35.304448
0.0,23,35.321721
1.0,41,35.341678
0.0,4,35.351604
0.0,5,35.361612
1.0,105,35.380979
1.0,51,35.399283
0.0,17,35.42927
0.0,65,35.469534
0.0,9,35.478026
1.0,101,35.528623
0.0,45,35.545953
0.0,11,35.556852
0.0,7,35.584526
1.0,101,35.640547
0.0,7,35.653299
1.0,56,35.673951
0.0,16,35.684739
1.0,21,35.696446
1.0,38,35.709855
1.0,52,35.734534
0.0,45,35.747347
1.0,6,35.755816
0.0,12,35.768362
0.0,71,35.809627
0.0,43,35.82581
0.0,19,35.854586
0.0,16,35.880263
0.0,6,35.892902
0.0,23,35.907016
0.0,33,35.941702
0.0,64,35.953564
0.0,7,35.966042
0.0,18,35.994368
1.0,40,36.008642
0.0,34,36.038937
1.0,111,36.089705
0.0,23,36.119545
0.0,78,36.168936
0.0,2,36.196543
1.0,37,36.214396
0.0,2,36.22775
0.0,21,36.264034
0.0,47,36.277038
0.0,6,36.289574
0.0,21,36.319156
0.0,113,36.370152
1.0,31,36.386492
0.0,2,36.399021
0.0,69,36.42942
1.0,52,36.446103
0.0,7,36.456484
1.0,38,36.475634
0.0,43,36.483992
0.0,58,36.52912
0.0,10,36.557039
0.0,20,36.585767
0.0,15,36.599064
0.0,13,36.615179
0.0,3,36.626071
1.0,77,36.649088
0.0,78,36.685529
1.0,9,36.696404
0.0,46,36.710066
1.0,45,36.724466
0.0,1,36.730495
1.0,31,36.749597
0.0,6,36.759872
0.0,90,36.8073
0.0,40,36.822909
1.0,51,36.845547
0.0,67,36.863728
0.0,2,36.875809
0.0,4,36.900101
0.0,2,36.91335
0.0,28,36.92979
1.0,41,36.941111
0.0,54,36.958984
1.0,40,36.9723
0.0,24,36.986092
1.0,52,37.002532
1.0,18,37.0099
0.0,7,37.020736
0.0,44,37.034512
1.0,74,37.058453
0.0,61,37.072089
0.0,12,37.084876
1.0,18,37.093858
1.0,16,37.105526
0.0,131,37.143564
0.0,38,37.172819
1.0,62,37.191331
1.0,42,37.204934
0.0,25,37.219867
0.0,53,37.262649
0.0,15,37.275504
0.0,46,37.31773
0.0,21,37.325369
0.0,31,37.343015
0.0,9,37.368039
0.0,23,37.402014
0.0,28,37.430953
0.0,6,37.440109
1.0,17,37.449571
1.0,55,37.473274
0.0,9,37.487337
1.0,26,37.502745
0.0,9,37.516864
1.0,13,37.529287
0.0,28,37.542027
0.0,81,37.594754
1.0,26,37.603014
0.0,64,37.643746
0.0,11,37.655071
1.0,120,37.707372
0.0,48,37.721411
0.0,51,37.766388
0.0,46,37.794326
1.0,8,37.805998
0.0,9,37.832845
1.0,18,37.844507
0.0,2,37.85026
0.0,2,37.877889
0.0,34,37.885705
1.0,33,37.902705
0.0,73,37.918487
0.0,2,37.948367
1.0,24,37.957904
0.0,4,37.968057
1.0,15,37.9748
0.0,5,38.000663
0.0,68,38.020992
0.0,21,38.05393
1.0,67,38.068465
0.0,61,38.090127
0.0,15,38.097019
0.0,28,38.117362
0.0,8,38.124247
0.0,2,38.154453
0.0,13,38.166173
1.0,51,38.191095
0.0,36,38.224394
1.0,17,38.234943
0.0,55,38.247462
1.0,103,38.303308
0.0,49,38.325344
0.0,67,38.367896
0.0,6,38.378927
1.0,66,38.4
0.0,23,38.417689
0.0,25,38.428518
0.0,21,38.457144
1.0,12,38.469318
0.0,31,38.498291
0.0,64,38.543894
1.0,20,38.556441
1.0,27,38.576537
1.0,29,38.587407
1.0,121,38.645507
0.0,115,38.689522
0.0,45,38.732916
0.0,17,38.762913
1.0,65,38.788477
0.0,12,38.816073
0.0,41,38.851527
0.0,16,38.86545
1.0,53,38.888213
1.0,9,38.900081
0.0,2,38.913291
0.0,40,38.929401
1.0,29,38.943013
0.0,2,38.972251
1.0,16,38.991747
0.0,53,39.011476
0.0,22,39.029455
0.0,6,39.040494
0.0,53,39.080815
0.0,32,39.095127
1.0,111,39.15097
0.0,41,39.165698
0.0,32,39.184653
0.0,46,39.203003
1.0,59,39.228845
0.0,23,39.238846
1.0,118,39.291659
0.0,16,39.322458
1.0,54,39.346829
1.0,44,39.366711
0.0,2,39.375477
0.0,7,39.382111
1.0,99,39.441297
0.0,51,39.458185
1.0,62,39.482163
0.0,35,39.49514
0.0,39,39.536831
1.0,47,39.546431
0.0,19,39.562868
1.0,27,39.572841
1.0,12,39.585092
0.0,9,39.59904
0.0,3,39.630014
0.0,38,39.645859
1.0,10,39.654803
1.0,42,39.663226
1.0,109,39.713307
1.0,58,39.726373
1.0,20,39.739117
0.0,118,39.774074
1.0,48,39.795802
0.0,82,39.812455
0.0,70,39.838148
1.0,44,39.849573
1.0,97,39.896762
1.0,26,39.905177
0.0,4,39.919099
0.0,24,39.931568
0.0,33,39.948733
1.0,15,39.957998
0.0,10,39.966784
0.0,12,39.973327
1.0,43,39.98525
0.0,25,39.992543
1.0,25,40.012218
0.0,32,40.023289
1.0,19,40.036457
0.0,4,40.065598
1.0,41,40.085623
0.0,57,40.100981
1.0,36,40.115203
0.0,13,40.128965
1.0,60,40.15306
0.0,21,40.168938
1.0,33,40.18911
0.0,44,40.204635
1.0,35,40.218525
0.0,20,40.246165
0.0,12,40.256951
0.0,4,40.26781
0.0,11,40.279072
1.0,35,40.290113
1.0,38,40.304463
0.0,21,40.312059
1.0,9,40.323839
0.0,4,40.349491
1.0,35,40.362997
0.0,26,40.377773
0.0,15,40.391997
0.0,10,40.419065
1.0,37,40.440327
0.0,1,40.465984
1.0,15,40.477747
0.0,107,40.521469
0.0,16,40.538034
0.0,2,40.548645
0.0,28,40.565469
0.0,10,40.571705
1.0,67,40.596716
0.0,24,40.609413
1.0,96,40.661388
0.0,4,40.673779
1.0,58,40.691021
0.0,24,40.702958
1.0,117,40.758755
0.0,49,40.78626
1.0,62,40.810268
0.0,122,40.85335
1.0,30,40.8721
0.0,36,40.880255
1.0,113,40.934212
0.0,6,40.944528
0.0,27,40.96151
0.0,2,40.971527
1.0,40,40.984684
0.0,15,40.998473
0.0,40,41.031783
0.0,26,41.04624
0.0,13,41.062037
0.0,75,41.083258
1.0,105,41.137301
0.0,11,41.148336
1.0,41,41.161705
0.0,4,41.167629
1.0,54,41.19126
0.0,32,41.219879
1.0,96,41.273509
0.0,54,41.289702
1.0,11,41.300647
0.0,18,41.314968
1.0,12,41.326816
0.0,24,41.353607
1.0,33,41.366581
0.0,16,41.380411
1.0,41,41.39398
0.0,29,41.427787
0.0,1,41.433991
0.0,11,41.444875
1.0,112,41.496126
0.0,17,41.526544
1.0,20,41.538923
0.0,89,41.578905
0.0,24,41.609639
0.0,3,41.636335
0.0,2,41.648773
0.0,5,41.656669
1.0,59,41.679679
0.0,2,41.704029
1.0,47,41.725555
1.0,31,41.733357
1.0,7,41.744052
0.0,8,41.768858
1.0,110,41.821292
0.0,48,41.839758
0.0,6,41.852379
1.0,23,41.861962
1.0,21,41.873805
0.0,37,41.88889
1.0,96,41.9429
0.0,75,41.964403
1.0,43,41.981884
0.0,13,41.994894
0.0,62,42.042034
0.0,17,42.052905
1.0,47,42.074986
0.0,16,42.100397
0.0,41,42.139481
0.0,48,42.159327
1.0,41,42.177098
0.0,4,42.189511
1.0,102,42.242406
1.0,13,42.253707
1.0,18,42.265141
0.0,8,42.275804
0.0,99,42.329987
0.0,16,42.341375
1.0,20,42.353187
0.0,2,42.365157
1.0,16,42.376633
0.0,31,42.407366
1.0,93,42.432651
0.0,12,42.439412
1.0,31,42.457956
0.0,45,42.470626
0.0,2,42.482749
0.0,8,42.491092
1.0,13,42.50246
0.0,50,42.518986
0.0,93,42.569291
0.0,2,42.581423
0.0,2,42.593656
0.0,26,42.623744
1.0,25,42.64343
0.0,12,42.66871
0.0,81,42.712207
0.0,29,42.73952
0.0,47,42.76229
0.0,25,42.788337
0.0,9,42.801295
0.0,17,42.812748
1.0,13,42.824655
1.0,41,42.840122
1.0,36,42.853067
0.0,6,42.863295
1.0,65,42.885572
0.0,8,42.898565
1.0,10,42.910409
0.0,104,42.945628
1.0,44,42.959143
0.0,27,42.987555
0.0,61,43.031674
0.0,39,43.04941
1.0,48,43.069583
0.0,74,43.084427
1.0,97,43.135592
0.0,4,43.148373
0.0,40,43.18908
0.0,1,43.194787
1.0,99,43.247074
0.0,27,43.261183
1.0,65,43.284772
1.0,16,43.293945
1.0,66,43.319213
1.0,26,43.332006
1.0,36,43.342845
0.0,74,43.380812
1.0,29,43.400603
0.0,11,43.407587
0.0,124,43.464474
1.0,34,43.475147
1.0,102,43.525986
0.0,42,43.537409
1.0,68,43.563141
0.0,20,43.57066
1.0,11,43.582958
0.0,16,43.616406
0.0,27,43.65077
0.0,17,43.66209
1.0,46,43.680396
1.0,64,43.69536
0.0,22,43.712174
0.0,11,43.721786
1.0,67,43.747022
0.0,15,43.762587
1.0,63,43.787619
0.0,32,43.802518
0.0,5,43.808994
0.0,43,43.819294
1.0,22,43.83251
1.0,45,43.849553
1.0,45,43.866946
1.0,50,43.879168
1.0,103,43.934956
0.0,51,43.950691
1.0,101,44.005123
0.0,3,44.019211
1.0,63,44.044321
0.0,9,44.057471
1.0,14,44.06903
0.0,37,44.081378
0.0,30,44.094277
0.0,50,44.107796
1.0,12,44.120131
0.0,24,44.132558
1.0,44,44.153078
0.0,9,44.161587
0.0,2,44.17404
0.0,32,44.188984
0.0,38,44.208679
0.0,5,44.239496
1.0,19,44.251605
0.0,53,44.268003
1.0,23,44.280034
0.0,2,44.292889
1.0,49,44.315953
0.0,23,44.343226
0.0,50,44.386604
0.0,27,44.399119
1.0,19,44.411191
0.0,80,44.452742
1.0,22,44.464504
0.0,9,44.477084
1.0,45,44.499469
0.0,39,44.512902
1.0,58,44.537999
0.0,17,44.55149
0.0,15,44.565025
0.0,19,44.59479
1.0,72,44.621012
0.0,6,44.650349
1.0,46,44.670513
0.0,3,44.680905
1.0,97,44.732041
0.0,7,44.745008
1.0,34,44.764314
0.0,1,44.789232
1.0,54,44.809964
0.0,59,44.82954
1.0,65,44.851798
0.0,21,44.86523
0.0,95,44.914685
0.0,17,44.928403
1.0,58,44.948556
0.0,37,44.977067
1.0,110,45.029344
0.0,31,45.042055
1.0,48,45.064759
0.0,9,45.077439
1.0,86,45.126601
1.0,89,45.149343
1.0,122,45.200969
0.0,28,45.232385
1.0,17,45.245062
1.0,67,45.261205
1.0,9,45.272007
0.0,7,45.278076
0.0,33,45.29565
0.0,18,45.308889
1.0,66,45.333781
0.0,75,45.374408
1.0,67,45.396096
1.0,29,45.408313
1.0,61,45.43342
0.0,42,45.466088
0.0,16,45.481472
0.0,9,45.494325
1.0,89,45.54904
0.0,15,45.561975
0.0,32,45.59408
0.0,2,45.619569
0.0,106,45.672372
0.0,9,45.685241
0.0,41,45.723709
0.0,4,45.752459
1.0,11,45.763356
0.0,52,45.774337
0.0,10,45.78731
0.0,2,45.799886
0.0,47,45.819982
0.0,18,45.834056
1.0,114,45.888059
0.0,26,45.902128
1.0,94,45.944258
1.0,66,45.954118
1.0,23,45.966302
0.0,23,45.9803
0.0,28,46.01244
0.0,13,46.023811
1.0,13,46.035572
0.0,11,46.063848
1.0,53,46.084349
0.0,7,46.09709
1.0,51,46.120743
0.0,26,46.134932
1.0,43,46.148579
0.0,11,46.157202
1.0,117,46.208936
0.0,14,46.238304
1.0,38,46.251341
0.0,10,46.263996
1.0,9,46.274805
0.0,36,46.282498
1.0,101,46.333478
1.0,27,46.34588
0.0,16,46.356929
0.0,21,46.38374
0.0,12,46.397398
0.0,42,46.425962
1.0,35,46.445527
0.0,15,46.458549
1.0,39,46.477858
0.0,73,46.496936
0.0,34,46.530676
0.0,15,46.559478
1.0,52,46.580144
0.0,10,46.586581
1.0,9,46.597583
0.0,7,46.610272
1.0,39,46.624206
0.0,13,46.635517
1.0,74,46.660692
0.0,83,46.68012
1.0,95,46.731846
1.0,11,46.738413
1.0,71,46.76026
1.0,55,46.77594
0.0,11,46.806336
0.0,27,46.819091
1.0,122,46.874913
0.0,8,46.887795
1.0,72,46.913159
1.0,53,46.930008
1.0,95,46.980941
0.0,17,46.992034
0.0,19,47.007799
0.0,45,47.038089
0.0,20,47.050811
0.0,26,47.062673
0.0,117,47.115022
1.0,21,47.125109
1.0,46,47.145519
0.0,7,47.155908
1.0,59,47.178908
0.0,80,47.211467
0.0,65,47.257272
0.0,8,47.263477
1.0,49,47.285993
0.0,7,47.2991
1.0,36,47.31266
0.0,14,47.322294
1.0,41,47.340806
0.0,8,47.34701
1.0,90,47.396961
0.0,4,47.409751
1.0,37,47.421465
0.0,14,47.435543
0.0,2,47.444206
0.0,41,47.461427
1.0,20,47.473114
0.0,47,47.488129
1.0,102,47.541089
0.0,9,47.551733
0.0,2,47.578952
0.0,5,47.587382
0.0,5,47.60029
0.0,48,47.632072
0.0,22,47.646258
0.0,53,47.658075
0.0,77,47.707234
0.0,42,47.71836
0.0,69,47.76141
1.0,16,47.768258
0.0,25,47.786305
0.0,21,47.815246
0.0,92,47.866131
0.0,6,47.892048
1.0,47,47.914728
0.0,5,47.923441
0.0,25,47.955733
0.0,24,47.967094
1.0,35,47.986295
0.0,12,48.014792
0.0,25,48.02945
0.0,41,48.042724
0.0,9,48.055524
0.0,2,48.068581
1.0,62,48.092283
0.0,24,48.108417
1.0,33,48.128608
0.0,21,48.144669
1.0,28,48.16332
0.0,20,48.174436
1.0,66,48.198248
0.0,62,48.229322
1.0,45,48.241654
0.0,14,48.27005
1.0,31,48.28881
0.0,15,48.301699
0.0,8,48.330326
0.0,6,48.33668
1.0,98,48.388039
0.0,33,48.396407
0.0,69,48.440124
0.0,8,48.467722
0.0,6,48.48075
0.0,11,48.511109
1.0,49,48.529818
0.0,39,48.542561
0.0,7,48.557365
0.0,62,48.570893
1.0,10,48.579676
0.0,2,48.591766
1.0,98,48.64713
0.0,18,48.654348
1.0,34,48.673374
1.0,12,48.682191
0.0,66,48.729567
0.0,12,48.760625
1.0,100,48.808276
0.0,12,48.82189
1.0,46,48.833716
0.0,2,48.846775
0.0,20,48.860257
0.0,6,48.875063
1.0,49,48.895756
1.0,77,48.906588
0.0,16,48.920239
0.0,5,48.930954
1.0,104,48.982114
0.0,67,48.994297
1.0,52,49.015552
0.0,2,49.045107
1.0,11,49.056324
0.0,19,49.067514
1.0,28,49.085833
1.0,29,49.0936
0.0,10,49.122155
0.0,39,49.150494
1.0,59,49.173629
1.0,16,49.18288
1.0,33,49.196536
0.0,9,49.209262
1.0,55,49.23374
1.0,91,49.254814
1.0,49,49.268565
0.0,3,49.278569
1.0,17,49.289939
0.0,16,49.298769
1.0,69,49.323736
0.0,68,49.354819
0.0,49,49.377265
0.0,6,49.402314
1.0,13,49.413746
0.0,23,49.427952
1.0,110,49.481987
0.0,21,49.493392
0.0,31,49.512647
0.0,112,49.535199
1.0,36,49.554695
0.0,39,49.567078
1.0,10,49.578133
0.0,4,49.588509
1.0,33,49.601403
0.0,12,49.614665
0.0,36,49.632323
0.0,27,49.646608
1.0,44,49.664632
0.0,49,49.692152
0.0,26,49.706258
0.0,47,49.739991
0.0,67,49.780298
0.0,30,49.794741
0.0,19,49.826346
0.0,3,49.83712
1.0,14,49.848215
0.0,20,49.879723
0.0,10,49.908635
0.0,48,49.924462
1.0,41,49.944609
0.0,3,49.950521
1.0,14,49.961872
0.0,24,49.975396
1.0,30,49.992126
0.0,11,50.002801
1.0,6,50.013836
0.0,11,50.029976
1.0,40,50.050484
0.0,43,50.058858
1.0,48,50.077065
0.0,29,50.093337
0.0,8,50.101879
0.0,11,50.112784
1.0,38,50.124761
0.0,2,50.130696
1.0,13,50.143163
0.0,5,50.153887
0.0,106,50.207655
0.0,20,50.234937
1.0,62,50.257031
0.0,57,50.288458
1.0,33,50.308418
0.0,38,50.323823
0.0,10,50.337426
1.0,81,50.355448
1.0,45,50.376935
0.0,76,50.406583
1.0,10,50.41815
0.0,31,50.433066
0.0,25,50.450275
0.0,28,50.458182
0.0,19,50.474451
0.0,49,50.484387
1.0,18,50.4969
0.0,4,50.507036
0.0,13,50.521364
0.0,100,50.545324
1.0,8,50.554946
0.0,21,50.566411
1.0,58,50.590664
0.0,42,50.624833
0.0,79,50.666187
0.0,26,50.678002
0.0,15,50.69332
0.0,10,50.701752
1.0,53,50.725309
0.0,37,50.744557
1.0,117,50.799533
0.0,8,50.828473
0.0,2,50.841353
0.0,57,50.857731
0.0,9,50.870589
0.0,7,50.881129
0.0,12,50.894218
0.0,13,50.923203
1.0,36,50.943393
0.0,1,50.95331
1.0,10,50.964175
0.0,1,50.969743
0.0,58,51.015239
0.0,1,51.026361
1.0,39,51.046426
0.0,27,51.063369
0.0,27,51.079499
0.0,14,51.092397
1.0,51,51.114999
0.0,8,51.121756
1.0,14,51.131152
0.0,26,51.162308
1.0,13,51.173453
0.0,15,51.186461
0.0,26,51.218409
0.0,7,51.247632
1.0,104,51.297381
0.0,6,51.303798
0.0,53,51.326823
1.0,78,51.34289
1.0,48,51.363263
0.0,25,51.377547
1.0,50,51.398416
0.0,15,51.41435
0.0,29,51.427046
0.0,15,51.45552
1.0,40,51.468705
0.0,4,51.480868
0.0,16,51.496075
1.0,22,51.507312
1.0,11,51.519007
0.0,22,51.550391
1.0,17,51.561548
0.0,31,51.575411
1.0,111,51.62846
0.0,18,51.658352
0.0,28,51.670501
1.0,29,51.680577
1.0,46,51.691933
0.0,8,51.704498
1.0,47,51.725321
0.0,36,51.742582
0.0,10,51.755402
0.0,2,51.767646
1.0,43,51.785067
0.0,17,51.813717
0.0,35,51.850141
0.0,23,51.876686
1.0,49,51.898179
0.0,14,51.909477
0.0,58,51.954357
1.0,13,51.961163
1.0,45,51.979034
0.0,9,51.989816
1.0,39,52.003755
0.0,38,52.01916
1.0,57,52.043343
0.0,18,52.054246
1.0,98,52.106484
0.0,45,52.137858
1.0,123,52.192425
0.0,5,52.198872
1.0,61,52.222792
0.0,27,52.239478
0.0,17,52.254851
0.0,79,52.272525
1.0,59,52.295648
0.0,13,52.302242
0.0,63,52.348025
0.0,49,52.363515
0.0,33,52.37644
0.0,12,52.387615
1.0,48,52.409155
0.0,43,52.422543
1.0,111,52.474698
0.0,42,52.50469
1.0,40,52.518378
0.0,8,52.524974
0.0,2,52.537355
0.0,23,52.570462
1.0,42,52.583871
0.0,14,52.612199
0.0,10,52.621455
1.0,17,52.628971
1.0,62,52.653655
0.0,45,52.668514
0.0,22,52.681932
0.0,20,52.69287
1.0,126,52.744231
0.0,5,52.756725
1.0,41,52.770259
0.0,17,52.78108
1.0,56,52.804009
1.0,41,52.814522
1.0,42,52.835266
0.0,2,52.847809
1.0,40,52.860699
1.0,15,52.867625
0.0,9,52.880622
0.0,32,52.895431
1.0,37,52.916609
0.0,21,52.932509
1.0,16,52.944745
0.0,59,52.960294
1.0,107,53.010396
0.0,14,53.022183
1.0,42,53.042601
0.0,4,53.054901
0.0,63,53.102016
0.0,10,53.112295
0.0,66,53.156667
0.0,51,53.174
0.0,100,53.227105
0.0,2,53.235882
1.0,46,53.25012
0.0,5,53.258282
1.0,28,53.276699
0.0,16,53.287383
1.0,69,53.309663
1.0,26,53.317395
0.0,2,53.330019
0.0,11,53.336443
1.0,58,53.359871
0.0,16,53.385955
0.0,5,53.401042
0.0,15,53.414678
0.0,23,53.424975
0.0,36,53.432714
1.0,96,53.482572
0.0,8,53.497746
0.0,108,53.552539
0.0,3,53.565103
0.0,10,53.577816
0.0,17,53.588599
0.0,27,53.600876
0.0,42,53.618032
1.0,33,53.63582
0.0,29,53.647813
1.0,52,53.665933
0.0,29,53.682108
1.0,19,53.691498
0.0,55,53.707025
1.0,42,53.727253
0.0,2,53.739866
0.0,49,53.753335
0.0,9,53.763753
1.0,38,53.783021
0.0,4,53.79574
0.0,56,53.839671
0.0,36,53.847814
1.0,24,53.866622
0.0,25,53.879151
0.0,47,53.902082
1.0,24,53.918373
1.0,109,53.969352
1.0,22,53.979335
0.0,16,53.995459
0.0,17,54.009117
0.0,10,54.039236
0.0,2,54.052086
0.0,30,54.069143
0.0,11,54.079606
1.0,48,54.099815
0.0,23,54.108955
1.0,31,54.128166
0.0,94,54.150842
0.0,4,54.158967
0.0,13,54.169532
1.0,36,54.182216
0.0,31,54.194087
0.0,50,54.213953
0.0,64,54.235455
0.0,6,54.250299
0.0,15,54.261024
0.0,6,54.273293
0.0,6,54.285577
1.0,98,54.338438
1.0,35,54.358182
0.0,61,54.400133
0.0,39,54.435782
1.0,101,54.485728
0.0,3,54.495764
1.0,112,54.547775
0.0,19,54.559157
1.0,41,54.572333
0.0,55,54.603219
1.0,23,54.61517
0.0,23,54.627467
0.0,2,54.656405
0.0,22,54.671978
0.0,2,54.699362
0.0,9,54.711979
1.0,9,54.723065
0.0,4,54.731549
0.0,37,54.746912
0.0,12,54.75333
1.0,53,54.773957
0.0,1,54.798355
1.0,121,54.845897
0.0,45,54.861091
0.0,2,54.874369
0.0,49,54.885836
0.0,49,54.909161
1.0,32,54.917075
1.0,63,54.939316
0.0,9,54.952076
1.0,19,54.963642
0.0,39,54.992327
1.0,46,55.003755
0.0,36,55.018616
1.0,38,55.039101
0.0,53,55.066841
1.0,12,55.077948
0.0,28,55.085289
0.0,55,55.105791
1.0,65,55.122427
1.0,37,55.142402
0.0,8,55.167513
0.0,80,55.219183
0.0,18,55.231542
1.0,51,55.252975
0.0,36,55.267632
1.0,32,55.28431
0.0,16,55.297815
1.0,76,55.322342
0.0,13,55.329242
0.0,22,55.343727
1.0,66,55.362276
1.0,15,55.369042
0.0,20,55.383426
0.0,100,55.436368
0.0,4,55.449578
1.0,22,55.461438
0.0,9,55.474161
0.0,62,55.497157
0.0,10,55.50573
0.0,94,55.557679
0.0,9,55.586069
0.0,22,55.604469
0.0,9,55.619822
0.0,2,55.632751
0.0,20,55.647428
1.0,32,55.66596
0.0,3,55.677903
1.0,101,55.726246
1.0,24,55.743526
1.0,169,55.772775
0.0,53,55.786025
